,Title,Year,Audience,Runtime,Rating,Earnings,Color,Genres,G_Action,G_Adventure,G_Animation,G_Biography,G_Comedy,G_Crime,G_Documentary,G_Drama,G_Family,G_Fantasy,G_History,G_Horror,G_Music,G_Musical,G_Mystery,G_Romance,G_SciFi,G_Thriller,G_War,G_Western
386,Home Alone 2: Lost in New York,1992,PG,120,6.8,358994850,#957c73,"['Adventure', 'Comedy', 'Crime']",False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387,Hotel Transylvania,2012,PG,91,7.1,358375603,#c3dee5,"['Animation', 'Comedy', 'Family']",False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
388,Minority Report,2002,PG-13,145,7.7,358372926,#4b6066,"['Action', 'Crime', 'Mystery']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
389,Your Name.,2016,PG,106,8.4,358180115,#34ade1,"['Animation', 'Drama', 'Fantasy']",False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
390,Top Gun,1986,PG,110,6.9,357288178,#f5c219,"['Action', 'Drama']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
391,The Legend of Tarzan,2016,PG-13,110,6.2,356700357,#1d4249,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
392,American Beauty,1999,R,122,8.4,356296601,#ee7734,['Drama'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
393,Spirited Away,2001,PG,125,8.6,355695634,#b53729,"['Animation', 'Adventure', 'Family']",False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
394,Apollo 13,1995,PG,140,7.7,355237933,#241f20,"['Adventure', 'Drama', 'History']",False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
395,Rain Man,1988,R,133,8,354825435,#2e180d,['Drama'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
396,The Great Gatsby,2013,PG-13,143,7.2,353642274,#71645f,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
397,Dumbo,2019,PG,112,6.3,353284621,#253f65,"['Adventure', 'Family', 'Fantasy']",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
398,"I, Robot",2004,PG-13,115,7.1,353133898,#5d6f83,"['Action', 'Mystery', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
399,Basic Instinct,1992,R,127,7,352927224,#a9c1d5,"['Drama', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
400,Murder on the Orient Express,2017,PG-13,114,6.5,352794081,#5f434c,"['Crime', 'Drama', 'Mystery']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
401,X: First Class,2011,PG-13,131,7.7,352616690,#6698b1,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
402,Angry Birds,2016,PG,97,6.3,352333929,#cc5d36,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
403,GoldenEye,1995,PG-13,130,7.2,352194034,#a36c31,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
404,Catch Me If You Can,2002,PG-13,141,8.1,352114312,#c9c8cb,"['Biography', 'Crime', 'Drama']",False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
405,Now You See Me,2013,PG-13,115,7.2,351723989,#9e9c9b,"['Crime', 'Mystery', 'Thriller']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
406,Hannibal,2001,R,131,6.8,351692268,#7c523d,"['Crime', 'Drama', 'Thriller']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
407,The Mask,1994,PG-13,101,6.9,351583407,#ca9514,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408,Peter Rabbit,2018,PG,95,6.6,351496066,#eb3e0c,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
409,Speed,1994,R,116,7.3,350448145,#d73723,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
410,Dinosaur,2000,PG,82,6.4,349822765,#7e624c,"['Animation', 'Adventure', 'Drama']",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
411,Mary Poppins Returns,2018,PG,130,6.7,349546142,#5b69a8,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
412,Deep Impact,1998,PG-13,120,6.2,349464664,#ed892b,"['Action', 'Drama', 'Sci-Fi']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
413,The Lorax,2012,PG,86,6.4,348840316,#e07b1c,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
414,The Maze Runner,2014,PG-13,113,6.8,348319861,#5e6961,"['Action', 'Mystery', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
415,The Smurfs 2,2013,PG,105,5.3,347545360,#3281ba,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
416,National Treasure,2004,PG,131,6.9,347512318,#e1b653,"['Action', 'Adventure', 'Mystery']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
417,Rush Hour 2,2001,PG-13,90,6.6,347325802,#121324,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
418,Trolls,2016,PG,92,6.5,346864886,#be0e30,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
419,xXx: Return of Xander Cage,2017,PG-13,107,5.2,346118277,#9f5640,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
420,Pocahontas,1995,G,81,6.7,346079773,#a95b29,"['Animation', 'Adventure', 'Drama']",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
421,How the Grinch Stole Christmas,2000,PG,104,6.2,345573032,#183468,"['Comedy', 'Family', 'Fantasy']",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
422,Star Trek Beyond,2016,PG-13,122,7,343471816,#9b3625,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
423,Alvin and the Chipmunks: Chipwrecked,2011,G,87,4.3,342695435,#0aa3d8,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
424,Wanted,2008,R,110,6.7,342463063,#9f5811,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
425,The Flintstones,1994,PG,91,5,341631208,#7b7d8f,"['Comedy', 'Family', 'Fantasy']",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
426,A Quiet Place,2018,PG-13,90,7.5,340952971,#3a4e49,"['Drama', 'Horror', 'Sci-Fi']",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
427,Enchanted,2007,PG,107,7.1,340487836,#6da7d6,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
428,Over the Hedge,2006,PG,83,6.7,339795890,#75aad0,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
429,300: Rise of an Empire,2014,R,102,6.2,337580051,#dcb59a,"['Action', 'Drama']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
430,Batman Forever,1995,PG-13,121,5.4,336567158,#223242,"['Action', 'Adventure']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
431,Prince of Persia: The Sands of Time,2010,PG-13,116,6.6,336365676,#5b463b,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
432,The Curious Case of Benjamin Button,2008,PG-13,166,7.8,335802786,#efd4b0,"['Drama', 'Fantasy', 'Romance']",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
433,Journey 2: The Mysterious Island,2012,PG,94,5.7,335260290,#637666,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
434,The Rock,1996,R,136,7.4,335062621,#e05626,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
435,The Great Wall,2016,PG-13,103,5.9,334933831,#6e554d,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
436,Now You See Me 2,2016,PG-13,129,6.4,334897606,#3d3743,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
437,Never Say Die,2017,Not Rated,100,6.1,334530869,#f1db0a,"['Comedy', 'Fantasy', 'Sport']",False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
438,Fantastic Four,2005,PG-13,106,5.7,333535934,#4b3a45,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
439,Indiana Jones and the Temple of Doom,1984,PG,118,7.5,333107271,#b84c31,"['Action', 'Adventure']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
440,Tomorrow Never Dies,1997,PG-13,119,6.5,333011068,#ec8036,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
441,Back to the Future Part II,1989,PG,108,7.9,332500002,#4d4c70,"['Adventure', 'Comedy', 'Sci-Fi']",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
442,The Good Dinosaur,2015,PG,93,6.7,332207671,#075177,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443,Free Guy,2021,PG-13,115,7.2,331503757,#396186,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
444,22 Jump Street,2014,R,112,7,331333876,#a12415,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
445,Meet the Parents,2000,PG-13,108,7,330444045,#e2dad3,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
446,Who Framed Roger Rabbit,1988,PG,104,7.7,329803958,#150b0a,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
447,Black Swan,2010,R,108,8,329398046,#d9d0d1,"['Drama', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
448,The Perfect Storm,2000,PG-13,130,6.4,328718434,#07080d,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
449,Crocodile Dundee,1986,PG-13,97,6.6,328203506,#54616f,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
450,Crazy Alien,2019,Not Rated,116,5.7,327598891,#d26c39,"['Comedy', 'Sci-Fi']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
451,Se7en,1995,R,127,8.6,327333559,#9b5226,"['Crime', 'Drama', 'Mystery']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
452,John Wick: Chapter 3 - Parabellum,2019,R,130,7.4,327281779,#ef3529,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
453,The Devil Wears Prada,2006,PG-13,109,6.9,326706115,#a11005,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
454,Taken 3,2014,PG-13,108,6,326479141,#8f4430,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
